044c30fd-0d49-4974-be1b-b9e9289bfc21,4.17,871.02,1252.65,0.0836441,NA,100,100,100,0.99,2016-09-22 06:11:40,0.15,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
6e25ad63-fea7-44d3-aef7-ca831ffcec4b,4.14,864.93,1255.2,0.0662921,NA,100,100,100,0.99,2016-09-22 06:11:52,0.125,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
23e999bd-eb41-4831-b6db-23b35dcc9fe4,4.29,911.92,1310.25,0.0899894,NA,100,100,100,0.99,2016-09-22 06:12:31,0.175,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
765ec20a-fc5b-4d8f-9ab5-b5a8379297e7,4.08,942.28,1354.8,0.108513,NA,100,100,100,0.99,2016-09-22 06:13:39,0.2,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
0e78ba20-8ca3-4d26-936a-70702ba871a6,4.09,774.16,1465.49,0.0026874,NA,100,100,100,0.99,2016-09-22 06:15:08,0.075,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
1e375045-1f34-4dcc-9ee5-320dd679b361,4,859.2,1482.72,0.00716018,NA,100,100,100,0.99,2016-09-22 06:15:28,0.15,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
3999705b-ab66-48d8-ac8a-3b8fbd86e6db,3.97,849.84,1496.95,0.00644874,NA,100,100,100,0.99,2016-09-22 06:15:41,0.125,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
194baab1-5d94-47eb-aa7c-653a95da146d,4,888.83,1487.41,0.0103821,NA,100,100,100,0.99,2016-09-22 06:15:45,0.2,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
2edadcc5-d82f-43d9-8581-60b4bbc71c07,4,721.1,1507.64,0.00109958,NA,100,100,100,0.99,2016-09-22 06:15:50,0.05,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
b3111d9b-ebbd-4fe4-b689-385fce53f43e,3.99,905.18,1527.49,0.00860747,NA,100,100,100,0.99,2016-09-22 06:16:07,0.175,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
71ecde17-aaf2-434b-9201-8c2c9f3af70a,3.97,816.47,1541.27,0.00421682,NA,100,100,100,0.99,2016-09-22 06:16:33,0.1,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
c8c04f00-4c40-4828-b8ba-98cd5aba4956,4.01,557.03,1714.54,0.00328483,NA,100,100,100,0.99,2016-09-22 06:19:22,0.025,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
8a573a7c-4e2a-4f28-b26e-a56691b83e8c,4.35,755.42,1178.21,0.0744775,NA,100,100,100,0.99,2016-09-22 06:38:54,0.05,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
d112de74-54c3-4f5b-9c17-1c3b0a1f8f15,4.38,814.45,1170.39,0.116913,NA,100,100,100,0.99,2016-09-22 06:39:37,0.075,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
1731632c-3169-4385-995b-9e4a391b558d,4.4,844.89,1168.99,0.140571,NA,100,100,100,0.99,2016-09-22 06:40:57,0.1,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
e6416ed4-994a-4db7-b314-98b397538450,4.45,610.12,1382.17,0.0713719,NA,100,100,100,0.99,2016-09-22 06:42:27,0.025,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
60903aa9-040e-4fc2-96bd-fb1dd71455ae,4.25,750.53,1200.22,0.019763,NA,100,100,100,0.99,2016-09-22 06:43:12,0.05,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
993adb68-dfae-45d3-95d3-e2843ef58a6a,4.31,910.63,1239.65,0.233892,NA,100,100,100,0.99,2016-09-22 06:43:26,0.175,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
3dc5121e-5a85-4464-820c-95fea792a88e,4.22,823.16,1252.02,0.0349809,NA,100,100,100,0.99,2016-09-22 06:44:28,0.075,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
52276b2d-deef-4add-a2a5-b0f0f5850d8c,4.3,866.86,1279,0.0431712,NA,100,100,100,0.99,2016-09-22 06:44:40,0.1,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
45e28d3f-7ea7-442c-b1d6-61039e898565,4.23,910.27,1272.16,0.232065,NA,100,100,100,0.99,2016-09-22 06:44:43,0.15,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
047ccf1a-3df8-4cf8-84d9-5950ea3de6f3,4.27,994.01,1352.74,0.301747,NA,100,100,100,0.99,2016-09-22 06:46:29,0.2,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
37f5a149-66fe-43b0-b7a8-7cc877b085d6,4.24,906.1,1261.59,0.186428,NA,100,100,100,0.99,2016-09-22 06:47:36,0.125,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
01e7a0c9-1064-4b0b-980e-6361de0d11e4,4.22,605.07,1715.77,0.0304904,NA,100,100,100,0.99,2016-09-22 06:52:03,0.025,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
